<DTYYYYMMDD>,<Ticker>,<Open>,<High>,<Low>,<Close>,<Volume>
2021-02-03,FPT,28.7753,30.0968,28.1784,29.8449,4173500
2021-02-03,HSG,12.4795,12.9615,12.2117,12.8012,11050600
2021-02-03,CMG,14.4394,14.5248,13.9908,14.0138,82100
2021-02-03,HCM,9.4312,9.8077,9.2698,9.7899,6337600
2021-02-03,MWG,56.704,57.2799,54.9763,56.4826,1798800
2021-02-03,MSN,70.0074,72.8732,70.0074,72.7978,1539300
2021-02-03,HPG,15.4994,15.9321,15.4242,15.8042,34839600
2021-02-04,PNJ,36.995,37.0397,36.1908,37.0469,649600
2021-02-04,VSC,13.0484,13.0484,13.0264,13.0489,67700
2021-02-04,VNM,83.4378,83.4378,81.3842,82.7597,1896800
2021-02-04,VCB,43.0512,43.0947,40.8747,43.0529,967300
2021-02-04,VHM,71.617,72.8695,70.1434,72.5072,2498900
2021-02-04,TCB,16.191,16.4686,16.006,16.193,14141400
2021-02-04,SSI,12.0315,12.3961,11.8289,12.0343,12070400
2021-02-04,POW,10.5792,10.7032,10.2899,10.4141,15551800
2021-02-04,CMG,14.0122,14.7384,14.0122,14.4411,77200
2021-02-04,MSN,72.0544,74.1014,71.645,73.2892,1415200
2021-02-04,MWG,56.4825,57.9887,55.5965,56.9256,1597800
2021-02-04,NLG,25.2672,25.4208,24.576,24.9615,765100
2021-02-04,HPG,15.8004,15.8756,15.6311,15.7289,22252900
2021-02-04,HSG,12.8008,13.0954,12.5866,12.8012,7357800
2021-02-04,GMD,21.4281,22.4995,21.0587,22.4637,4194600
2021-02-04,HCM,9.7898,10.0229,9.6105,9.7899,4825500
2021-02-04,FPT,29.9263,31.2052,29.9263,30.9108,4398700
2021-02-04,REE,25.13,25.13,24.3433,24.7605,1187200
2021-02-05,SSI,12.072,12.7607,12.0517,12.7636,12415200
2021-02-05,TCB,16.3298,16.7924,16.2373,16.7945,14358200
2021-02-05,VHM,72.8695,73.3853,72.4274,73.1703,2245800
2021-02-05,PNJ,37.0397,37.5312,36.5929,37.4937,620600
2021-02-05,VNM,82.6012,83.666,82.6012,83.3682,2231200
2021-02-05,VSC,13.0703,13.3773,13.0484,13.1585,31100
2021-02-05,VCB,43.0512,43.53,42.6159,43.5317,897400
2021-02-05,POW,10.4139,10.5792,10.3313,10.4968,5998400
2021-02-05,MSN,73.2826,73.692,72.9551,73.371,1209500
2021-02-05,REE,24.7598,24.9912,24.3433,24.7605,937100
2021-02-05,MWG,56.9255,58.1659,56.704,57.8116,1479700
2021-02-05,NLG,24.96,26.5344,24.96,26.4976,1301200
2021-02-05,HSG,12.8544,13.0419,12.7205,12.8547,6094900
2021-02-05,FPT,31.1199,31.2904,30.6083,31.0813,2084900
2021-02-05,GMD,22.2778,22.9798,22.1301,22.9071,2379300
2021-02-05,HCM,9.8615,10.1484,9.7898,10.041,3772600
2021-02-05,HPG,15.7816,16.0637,15.6875,15.9923,23371200
2021-02-05,CMG,14.4394,14.7384,14.3112,14.4411,56400
2021-02-08,SSI,12.3961,13.267,11.991,12.399,21430000
2021-02-08,TCB,16.191,16.8849,15.7284,16.193,21272800
2021-02-08,VHM,69.775,73.2379,68.154,69.7808,4803100
2021-02-08,VNM,80.0912,83.3618,78.9503,80.0974,4331600
2021-02-08,VSC,13.158,13.158,13.0484,13.1366,64200
2021-02-08,REE,24.9912,25.9168,24.4358,24.9919,1818200
2021-02-08,VCB,40.9617,43.4429,40.5264,40.9633,2902200
2021-02-08,PNJ,37.4865,37.5312,35.744,36.1531,644100
2021-02-08,POW,10.042,10.5792,9.8354,10.0422,12156400
2021-02-08,MSN,70.0893,73.6101,68.7792,70.0956,2260800
2021-02-08,MWG,56.9255,57.7229,55.7294,56.9256,1952500
2021-02-08,NLG,24.8064,26.5344,24.8064,24.8079,1287300
2021-02-08,HPG,15.3866,16.0261,15.048,15.3903,32918400
2021-02-08,GMD,21.8345,22.9059,21.3173,21.8356,2714400
2021-02-08,HCM,9.8436,10.4711,9.5029,9.8437,6306900
2021-02-08,FPT,30.3952,31.0773,29.6705,30.3992,4035600
2021-02-08,CMG,13.8626,14.4394,13.5422,13.8643,110300
2021-02-09,VNM,82.1448,82.8293,79.7869,82.1512,1931700
2021-02-09,VSC,13.2457,13.2677,13.0484,13.2463,39400
2021-02-09,VHM,71.3222,71.6906,69.1855,71.3282,2668600
2021-02-09,VCB,42.3112,42.3982,40.5264,42.3128,2978900
2021-02-09,TCB,16.6536,16.8386,16.0522,16.6557,16738000
2021-02-09,SSI,12.8619,12.9227,11.991,12.8649,15890800
2021-02-09,REE,26.3796,26.3796,24.7598,26.3804,1500300
2021-02-09,PNJ,37.3525,37.4418,35.744,37.3597,522600
2021-02-09,CMG,13.8626,14.3112,13.4995,13.9924,56100
2021-02-09,MSN,70.4168,73.3645,69.6799,72.6341,1448200
2021-02-09,MWG,56.704,57.59,55.818,57.3686,1326800
2021-02-09,NLG,25.6512,25.9584,24.1152,25.6528,2581100
2021-02-09,HSG,12.6402,12.9347,12.4259,12.8547,6424700
2021-02-09,HCM,9.8436,10.1305,9.6463,10.1127,4863300
2021-02-09,HPG,15.3866,15.7628,15.2173,15.7289,26164800
2021-02-09,FPT,30.4378,31.802,29.841,31.8061,4224300
2021-02-09,GMD,21.8345,22.6473,21.7237,22.6115,2053700
2021-02-09,POW,10.2073,10.2899,9.8354,10.2075,7941500
2021-02-17,TCB,17.0699,17.7638,16.8849,17.7661,21134000
2021-02-17,SSI,13.1658,13.6114,13.0442,13.5943,11244000
2021-02-17,VCB,42.4418,43.53,42.4418,43.5317,1054100
2021-02-17,REE,26.8424,27.3978,26.3796,27.3523,1912700
2021-02-17,VHM,72.2064,74.5642,71.4696,74.423,3701700
2021-02-17,VSC,13.3773,13.6843,13.2457,13.5972,57200
2021-02-17,VNM,82.1448,82.8293,81.6124,82.6836,2872300
2021-02-17,PNJ,37.5312,38.8716,37.3525,38.6556,837600
2021-02-17,CMG,14.0549,14.6102,14.0549,14.4197,94600
2021-02-17,MSN,73.5282,75.3296,72.7094,75.3363,1142900
2021-02-17,GMD,23.3492,24.162,22.6473,24.1632,3496400
2021-02-17,FPT,32.5267,33.6777,32.3562,33.2131,3139100
2021-02-17,HPG,15.9697,16.3459,15.9133,16.3498,24253200
2021-02-17,POW,10.4552,10.7445,10.3313,10.7447,9935900
2021-02-17,HSG,13.2025,13.6578,13.149,13.6314,9703700
2021-02-17,NLG,25.8048,26.9952,25.8048,26.8816,2489500
2021-02-17,MWG,57.8115,61.134,57.8115,61.1341,2121400
2021-02-17,HCM,10.3635,10.5787,10.1842,10.543,4131600
2021-02-18,PNJ,38.8716,39.095,38.2461,39.1025,869200
2021-02-18,VNM,82.6772,82.9054,81.7645,82.9118,2847400
2021-02-18,VSC,13.5966,13.5966,13.3773,13.5752,42500
2021-02-18,VHM,74.4168,76.0378,73.68,76.0441,4499400
2021-02-18,VCB,43.0947,44.4006,42.6594,44.4023,1688900
2021-02-18,TCB,17.8101,18.1339,17.5788,17.9974,15791300
2021-02-18,SSI,13.5709,13.6721,13.267,13.493,14644800
2021-02-18,POW,10.8685,10.9925,10.5792,10.7861,11708900
2021-02-18,REE,27.3052,27.5829,26.611,27.5837,1053100
2021-02-18,MSN,75.3296,78.6048,74.5108,77.8748,2207200
2021-02-18,HCM,10.507,10.6863,10.3994,10.4713,4485600
2021-02-18,GMD,24.3837,24.9748,23.7926,24.4588,3318800
2021-02-18,FPT,33.2514,33.3793,32.6546,33.341,2243100
2021-02-18,CMG,14.5248,14.5248,14.2685,14.3129,101400
2021-02-18,HPG,16.3271,16.5528,16.1578,16.5003,21343800
2021-02-18,NLG,27.264,28.6848,26.5728,28.4177,3329400
2021-02-18,MWG,61.134,61.9757,60.2923,61.7986,1550600
2021-02-18,HSG,13.4436,13.6578,13.3097,13.3368,11133900
2021-02-19,REE,27.0738,27.5366,27.0738,27.1209,637700
2021-02-19,VSC,13.3773,13.5747,13.158,13.3779,62700
2021-02-19,VNM,81.9927,82.373,81.4603,82.1512,2696500
2021-02-19,VHM,75.1536,76.1851,74.6378,75.9704,1911800
2021-02-19,VCB,43.1818,44.27,43.1382,44.0976,1851200
2021-02-19,TCB,17.6713,18.0877,17.6713,17.9049,12801300
2021-02-19,SSI,13.2468,13.6114,13.2468,13.4322,11921100
2021-02-19,PNJ,38.8716,39.095,38.4248,38.8344,459900
2021-02-19,CMG,14.3112,14.4394,14.1617,14.3983,119400
2021-02-19,NLG,28.2624,28.416,27.8784,28.1489,1838000
2021-02-19,MSN,76.6397,78.1954,76.6397,77.7111,1419300
2021-02-19,MWG,61.1783,61.577,60.691,60.9569,727200
2021-02-19,HPG,16.2895,16.5152,16.2142,16.3498,17007500
2021-02-19,HSG,13.2025,13.6578,13.2025,13.4707,8072100
2021-02-19,HCM,10.3277,10.6146,10.256,10.4175,4184700
2021-02-19,FPT,32.953,33.2514,32.3988,32.6589,3722700
2021-02-19,GMD,24.0143,24.9748,23.9773,24.7544,3302700
2021-02-19,POW,10.6619,10.9925,10.6619,10.7861,8101200
2021-02-22,SSI,13.4291,13.6721,13.2468,13.3107,13412000
2021-02-22,TCB,17.8795,17.972,17.5788,17.8586,14466800
2021-02-22,VNM,81.6884,81.9927,81.6124,81.7708,3006200
2021-02-22,PNJ,38.4248,38.6482,37.8886,38.03,665700
2021-02-22,VCB,43.7477,44.4006,43.6606,43.7929,1388700
2021-02-22,VSC,13.3773,13.3773,13.2896,13.334,35400
2021-02-22,VHM,76.3325,78.2482,76.3325,77.9599,4390500
2021-02-22,POW,10.7858,10.8685,10.6205,10.6621,9439200
2021-02-22,CMG,14.3966,14.9734,14.3966,14.6333,132000
2021-02-22,MSN,77.7041,77.8679,76.8034,77.4654,1186200
2021-02-22,HCM,10.4891,10.6684,10.3994,10.5072,4770900
2021-02-22,GMD,24.7532,25.1226,24.0512,24.6805,2069300
2021-02-22,FPT,32.6546,33.0383,32.4414,32.7441,2319300
2021-02-22,REE,26.8887,26.9812,26.287,26.3804,1044700
2021-02-22,HPG,16.3459,16.7033,16.1766,16.331,21362500
2021-02-22,NLG,27.9936,28.1472,27.6096,27.6113,1853100
2021-02-22,MWG,60.691,61.0897,59.8936,60.6911,996100
2021-02-22,HSG,13.5775,14.0327,13.5239,13.7921,13995000
2021-02-23,PNJ,37.978,37.978,37.1291,37.315,1045500
2021-02-23,VNM,81.7645,82.1448,80.7757,81.3905,3048400
2021-02-23,VHM,77.9534,78.3955,76.6272,77.5915,2039100
2021-02-23,VCB,43.53,43.9653,43.1818,43.5317,1441400
2021-02-23,TCB,17.9489,18.6659,17.9489,18.4138,26384200
2021-02-23,SSI,13.348,13.7531,13.2265,13.6146,15568700
2021-02-23,REE,26.3796,26.611,25.9168,26.1027,990700
2021-02-23,VSC,13.3773,13.3773,13.1799,13.2682,16400
2021-02-23,POW,10.7445,10.7858,10.5379,10.6208,9370900
2021-02-23,NLG,27.648,27.9168,27.4944,27.7265,1926300
2021-02-23,MSN,77.3766,77.3766,75.739,75.9096,1592900
2021-02-23,HSG,13.9256,14.0059,13.6578,13.7653,8305100
2021-02-23,HCM,10.4711,10.7401,10.3994,10.6147,4247700
2021-02-23,HPG,16.2518,16.4588,16.1578,16.2934,17921700
2021-02-23,FPT,32.5267,32.8251,31.802,32.1899,3369500
2021-02-23,GMD,24.5315,24.6793,24.0143,24.3849,1858900
2021-02-23,CMG,14.6316,14.7384,14.3112,14.6333,97300
2021-02-23,MWG,60.4695,61.4884,58.919,60.3367,1867800
2021-02-24,SSI,13.8949,13.9557,13.3683,13.5538,14635500
2021-02-24,TCB,18.5965,18.5965,17.9951,18.0899,14395400
2021-02-24,VCB,43.7477,43.9653,42.0065,42.7046,1265300
2021-02-24,REE,26.287,26.4722,25.454,26.3804,616000
2021-02-24,VHM,78.1008,78.1008,74.4168,75.7494,3720700
2021-02-24,VSC,13.3334,13.3334,13.158,13.2463,49000
2021-02-24,VNM,81.3842,82.0687,80.2433,80.4777,2801000
2021-02-24,PNJ,37.3078,37.7099,36.727,37.0022,562400
2021-02-24,CMG,14.7811,14.952,14.2685,14.676,109300
2021-02-24,NLG,27.648,28.416,27.1104,27.4577,2222900
2021-02-24,HCM,10.758,10.9014,10.3994,10.4713,4932200
2021-02-24,GMD,24.4206,24.6793,24.0143,24.1263,2287600
2021-02-24,FPT,32.3988,32.612,31.9299,32.1472,2225200
2021-02-24,POW,10.7032,10.7858,10.3313,10.4555,10513000
2021-02-24,HPG,16.4211,16.7033,16.2895,16.4062,27282600
2021-02-24,MWG,60.691,60.9125,59.1405,59.2735,1009200
2021-02-24,MSN,76.9672,76.9672,74.1014,74.5175,1478100
2021-02-24,HSG,13.9524,14.0595,13.631,13.6849,9413300
2021-02-25,VSC,13.158,13.3554,13.0922,13.2243,77500
2021-02-25,VHM,75.8904,76.3325,74.7852,75.7494,2300900
2021-02-25,VNM,80.5475,80.8518,79.2545,79.5649,4282900
2021-02-25,VCB,43.0947,43.3124,42.4853,42.7481,896100
2021-02-25,SSI,13.6519,13.6721,13.3278,13.5538,11141000
2021-02-25,TCB,18.2727,18.2727,17.8101,18.0899,16440500
2021-02-25,PNJ,37.0844,37.5312,36.995,37.5384,427100
2021-02-25,POW,10.5792,10.6619,10.3313,10.4968,8492300
2021-02-25,REE,26.4259,26.7036,25.9168,26.1027,816200
2021-02-25,MWG,59.805,60.1594,58.9633,60.1152,659600
2021-02-25,MSN,75.1658,75.1658,73.2007,73.371,1571600
2021-02-25,GMD,24.3837,24.7162,23.9404,24.3849,2041000
2021-02-25,FPT,32.4414,32.5267,31.7594,32.4883,1927500
2021-02-25,HSG,13.8453,13.8988,13.6578,13.8188,7982700
2021-02-25,CMG,14.6743,14.6743,14.418,14.6547,147100
2021-02-25,HCM,10.6504,10.6684,10.3994,10.5072,3002800
2021-02-25,NLG,27.8016,28.224,27.5328,27.9185,1962000
2021-02-25,HPG,16.5528,16.7033,16.4211,16.6132,21931700
2021-02-26,REE,25.778,26.287,25.7317,26.2415,1037700
2021-02-26,VSC,13.2238,13.4212,13.1141,13.3559,60300
2021-02-26,VHM,74.6378,75.743,73.9747,74.8651,2385600
2021-02-26,VNM,78.7982,79.7869,78.646,79.7171,3357800
2021-02-26,VCB,42.3547,43.0947,42.2241,42.7481,1070700
2021-02-26,TCB,17.7176,18.2033,17.7176,18.1593,15265000
2021-02-26,SSI,13.2468,13.5303,13.2063,13.4525,13946600
2021-02-26,PNJ,37.9333,38.0227,37.3078,37.9406,579400
2021-02-26,FPT,31.9725,32.5693,31.9299,32.4883,1936000
2021-02-26,MSN,72.5457,74.0195,72.4638,73.9443,1485300
2021-02-26,MWG,59.1405,60.1151,58.9633,59.8051,1163300
2021-02-26,NLG,26.112,28.1472,26.112,27.8033,1644700
2021-02-26,HCM,10.3456,10.507,10.3098,10.4534,3691700
2021-02-26,HPG,16.4399,17.1923,16.4023,17.1588,40928500
2021-02-26,HSG,13.6042,14.2737,13.6042,14.1938,17457000
2021-02-26,GMD,23.9404,25.0857,23.9404,24.7544,2507700
2021-02-26,POW,10.3313,10.4966,10.2486,10.4141,7515500
2021-02-26,CMG,14.2258,14.5248,14.2258,14.4197,132600
2021-03-01,PNJ,38.4248,38.4248,37.5759,37.8512,482000
2021-03-01,TCB,18.3652,18.6197,18.1802,18.5989,12622200
2021-03-01,VNM,80.2433,80.5475,79.863,80.3256,2179000
2021-03-01,VSC,13.3773,13.8598,13.3554,13.7945,87600
2021-03-01,VCB,42.7465,43.2253,42.7465,43.1835,911200
2021-03-01,POW,10.4966,10.8272,10.4552,10.7861,10267400
2021-03-01,VHM,75.1536,76.1851,75.0799,75.8967,2302000
2021-03-01,REE,26.2408,26.5184,26.2408,26.3341,874100
2021-03-01,FPT,32.7398,33.2514,32.7398,33.2131,2078100
2021-03-01,MSN,74.0195,75.2477,73.9376,74.7631,859200
2021-03-01,NLG,27.8016,28.3392,27.4176,28.3409,2109300
2021-03-01,CMG,14.5248,14.7811,14.4394,14.6547,117400
2021-03-01,HCM,10.7221,11.0987,10.5428,11.0989,6413700
2021-03-01,SSI,13.6114,14.219,13.4898,14.1818,19294900
2021-03-01,HSG,14.5683,15.0771,14.4076,14.9972,12730300
2021-03-01,HPG,17.3993,17.4181,17.23,17.3846,21998200
2021-03-01,GMD,25.1226,25.4921,24.9748,25.3825,3084500
2021-03-01,MWG,60.691,60.691,59.362,59.7165,1200200
2021-03-02,VSC,13.8598,13.8817,13.465,13.5972,40400
2021-03-02,VNM,80.7757,81.0039,79.1024,79.7931,3050100
2021-03-02,VHM,76.6272,76.9956,74.9326,75.7494,2460000
2021-03-02,VCB,43.53,44.3135,42.6594,43.227,1189600
2021-03-02,TCB,18.8278,18.851,18.504,18.6451,8576800
2021-03-02,SSI,14.3811,14.3811,14.0367,14.2021,12530900
2021-03-02,POW,10.9098,10.9098,10.6619,10.7034,10191700
2021-03-02,PNJ,37.978,37.978,37.4418,37.5384,317600
2021-03-02,MWG,60.0265,60.3366,59.5835,60.1595,571000
2021-03-02,MSN,75.9846,75.9846,73.692,74.4356,1027600
2021-03-02,CMG,14.7811,14.9306,14.5889,14.6333,105700
2021-03-02,FPT,33.6351,33.6351,32.7825,33.2131,1821700
2021-03-02,HSG,15.211,15.2378,14.8897,14.9436,11271500
2021-03-02,REE,26.5647,26.6573,26.2408,26.3341,563900
2021-03-02,HCM,11.26,11.278,11.0449,11.1168,5474800
2021-03-02,GMD,25.4921,25.4921,24.9009,25.1239,1940500
2021-03-02,NLG,28.416,28.5696,27.3408,27.5729,2108800
2021-03-02,HPG,17.6062,17.719,17.3804,17.5727,23670800
2021-03-03,CMG,14.717,14.717,14.5675,14.6333,76400
2021-03-03,FPT,33.2514,33.294,32.9956,33.1279,1599400
2021-03-03,GMD,25.2334,25.2334,24.7532,24.8283,2364900
2021-03-03,HCM,11.1525,11.2063,11.0628,11.1706,4510400
2021-03-03,HPG,17.5121,17.7002,17.4933,17.6104,22262900
2021-03-03,HSG,14.9165,15.2646,14.8361,15.0507,11013800
2021-03-03,MSN,74.4289,74.5108,73.692,74.108,803200
2021-03-03,MWG,60.6024,60.691,60.1594,60.3367,755600
2021-03-03,NLG,27.5712,27.9552,27.4176,27.8033,1847900
2021-03-03,POW,10.6619,10.7032,10.5379,10.6208,8794600
2021-03-03,VSC,13.5966,13.7063,13.465,13.4656,24600
2021-03-03,VNM,79.7109,79.7869,79.1024,79.4889,2551300
2021-03-03,VHM,75.522,75.522,74.6378,74.7914,2148400
2021-03-03,PNJ,37.978,38.0674,37.7099,37.8066,526100
2021-03-03,TCB,18.6659,18.7353,18.504,18.6683,8441900
2021-03-03,SSI,14.0772,14.219,14.0165,14.121,9827100
2021-03-03,REE,26.5184,26.5647,26.2408,26.4267,1146400
2021-03-03,VCB,42.79,43.2688,42.7465,42.8352,915600
2021-03-04,PNJ,38.4248,38.4248,37.0844,37.4491,371100
2021-03-04,VNM,80.0151,80.2433,78.3418,78.6521,2755100
2021-03-04,VSC,13.5966,13.8159,13.158,13.3779,28800
2021-03-04,VCB,42.9206,43.3124,40.5264,42.3564,1118100
2021-03-04,VHM,75.0799,75.1536,72.2064,73.6861,2714300
2021-03-04,SSI,14.1582,14.1582,13.3683,13.5538,15631000
2021-03-04,TCB,18.689,18.7353,17.8564,18.0668,16228300
2021-03-04,POW,10.7032,10.7032,10.2486,10.4141,10157900
2021-03-04,REE,26.6573,26.6573,25.2226,25.6862,948400
2021-03-04,MSN,74.5108,74.5108,71.645,72.3884,1647600
2021-03-04,HCM,11.26,11.3856,10.8297,10.8658,5839500
2021-03-04,GMD,24.827,25.1965,23.497,23.8677,2564700
2021-03-04,FPT,33.1235,33.1661,32.0151,32.3604,2901500
2021-03-04,CMG,14.6316,14.6316,14.3539,14.3983,88300
2021-03-04,HPG,17.6438,17.6438,16.929,17.2717,27962100
2021-03-04,NLG,27.9552,27.9552,26.496,27.4577,1799100
2021-03-04,MWG,60.4252,60.5581,57.59,58.8305,893000
2021-03-04,HSG,15.1039,15.4788,14.729,14.8365,11275700
2021-03-05,PNJ,37.0397,37.5312,36.861,37.4491,290000
2021-03-05,VNM,78.4179,78.4179,77.353,78.3479,4187600
2021-03-05,VSC,13.3773,13.3773,12.9606,13.1585,27400
2021-03-05,VCB,42.2676,42.3112,41.3535,41.9646,1661600
2021-03-05,VHM,72.5011,73.3116,72.2064,72.5072,2865300
2021-03-05,TCB,17.9951,18.2033,17.7176,18.1362,11169600
2021-03-05,SSI,13.3683,13.5506,13.1658,13.5538,14142300
2021-03-05,POW,10.7032,11.1164,10.6619,11.1167,44357300
2021-03-05,CMG,14.3966,14.5675,13.884,14.5692,113200
2021-03-05,MSN,72.0544,73.692,71.645,73.0435,1141200
2021-03-05,MWG,58.6089,58.6532,57.7672,58.5647,844200
2021-03-05,NLG,27.3408,27.648,26.9568,27.2657,1474500
2021-03-05,HCM,10.758,11.1166,10.5966,11.1168,4498200
2021-03-05,HPG,17.1735,17.3428,16.9666,17.3093,21396800
2021-03-05,HSG,14.8093,15.1039,14.6219,14.9704,9005800
2021-03-05,FPT,32.1857,32.3988,31.7594,32.3604,2507500
2021-03-05,GMD,23.7187,24.162,22.9059,24.1632,2472100
2021-03-05,REE,25.6854,25.6854,25.2226,25.6399,641600
2021-03-08,SSI,13.8342,13.9557,13.5101,13.5943,10821800
2021-03-08,TCB,18.2727,18.3652,17.8101,17.9743,10807100
2021-03-08,VHM,73.459,73.5326,71.3222,71.6229,3046500
2021-03-08,POW,11.8603,11.8603,11.6123,11.6952,34227700
2021-03-08,VSC,12.9606,13.2457,12.9606,13.2243,29900
2021-03-08,VNM,78.646,78.7982,77.353,77.7393,3208200
2021-03-08,VCB,42.2241,42.2241,41.3535,41.4422,1501800
2021-03-08,REE,25.6854,26.1482,25.6391,25.9176,614800
2021-03-08,MWG,58.5646,59.0519,57.9001,57.9445,750000
2021-03-08,NLG,27.264,27.5712,27.1104,27.3425,1718100
2021-03-08,CMG,14.5248,14.5248,14.3539,14.5265,101000
2021-03-08,GMD,24.4945,24.5315,23.534,23.7568,2298300
2021-03-08,FPT,32.3988,32.612,32.143,32.3178,1656600
2021-03-08,PNJ,37.4418,37.5312,37.0844,37.3597,352200
2021-03-08,HPG,17.5309,17.6438,17.3052,17.4222,17777700
2021-03-08,HCM,11.3676,11.6186,11.1883,11.332,5808400
2021-03-08,MSN,74.0195,74.0195,71.2356,71.5695,1612700
2021-03-08,HSG,15.211,15.6931,14.97,15.4525,11010700
2021-03-09,POW,11.5297,11.571,11.2404,11.2407,28684500
2021-03-09,VSC,13.158,13.158,13.0045,13.1366,10800
2021-03-09,VCB,41.3535,41.3535,40.5264,41.3551,1344300
2021-03-09,VHM,71.4696,73.1642,70.1434,72.3598,2196300
2021-03-09,TCB,17.8564,18.1802,17.6713,18.0205,10594100
2021-03-09,SSI,13.4898,13.5911,13.267,13.3917,10483300
2021-03-09,PNJ,37.1291,37.3525,36.9504,37.315,287000
2021-03-09,VNM,76.8967,77.2009,76.2121,76.4462,4141900
2021-03-09,REE,25.6391,25.7317,24.8524,25.4548,1461200
2021-03-09,HSG,15.2646,15.5056,15.1575,15.1579,9056800
2021-03-09,HCM,11.2063,11.3318,11.027,11.1885,3202000
2021-03-09,FPT,31.9725,32.2709,31.7594,31.9767,2182400
2021-03-09,GMD,23.5709,23.6079,22.9798,23.4243,2346400
2021-03-09,CMG,14.5248,14.5675,14.418,14.5265,75500
2021-03-09,MSN,71.8088,71.8088,66.5684,70.9963,1166700
2021-03-09,MWG,57.59,57.59,56.6597,56.7484,1485600
2021-03-09,NLG,26.88,27.264,26.5728,26.7664,1593500
2021-03-09,HPG,17.3052,17.3804,16.9478,17.2529,16289800
2021-03-10,TCB,18.0414,18.2264,17.8101,18.1825,9050000
2021-03-10,SSI,13.2873,13.4696,13.0847,13.412,10935600
2021-03-10,VCB,41.3535,41.7017,40.9182,41.5728,1063900
2021-03-10,REE,25.3152,25.4077,24.9912,25.4085,968100
2021-03-10,VHM,73.3116,73.901,72.2064,73.6125,2406700
2021-03-10,VSC,13.158,13.2457,12.2808,13.2463,71500
2021-03-10,VNM,76.4403,77.9615,75.9079,76.9026,3391300
2021-03-10,POW,11.1164,11.571,11.0338,11.282,22201300
2021-03-10,PNJ,37.4865,37.6206,37.0844,37.3597,291600
2021-03-10,NLG,26.88,27.0336,26.112,26.728,1844500
2021-03-10,GMD,23.4231,23.7926,23.0537,23.7199,1148200
2021-03-10,FPT,32.3562,33.0383,31.9725,32.531,2602400
2021-03-10,HSG,15.1307,15.211,14.7826,15.0507,7663700
2021-03-10,CMG,14.6102,15.5287,14.418,15.5305,210500
2021-03-10,HCM,11.1883,11.529,11.0807,11.4933,6258900
2021-03-10,MWG,57.147,57.9001,56.261,57.8116,724600
2021-03-10,MSN,70.99,71.2356,69.8436,71.242,817400
2021-03-10,HPG,17.2488,17.2488,16.9854,17.1588,15772500
2021-03-11,PNJ,37.7546,37.7546,37.3525,37.5384,232300
2021-03-11,VSC,13.2457,13.2457,12.9387,12.9612,11900
2021-03-11,VHM,74.4168,74.7115,72.8695,73.6861,1726900
2021-03-11,VNM,77.9615,78.9503,77.6573,78.1957,2417000
2021-03-11,VCB,41.7017,42.137,41.7017,41.921,1009800
2021-03-11,TCB,18.3652,18.7353,18.2496,18.5757,15369300
2021-03-11,SSI,13.6114,13.8949,13.4898,13.7564,10817400
2021-03-11,POW,11.5297,11.5297,11.3231,11.406,13652000
2021-03-11,REE,25.454,25.6854,25.454,25.6862,821900
2021-03-11,NLG,27.0336,27.4176,26.9184,27.2657,953700
2021-03-11,GMD,23.7187,24.162,23.6448,23.7938,1781000
2021-03-11,FPT,32.612,32.8677,32.4414,32.7015,1477800
2021-03-11,HSG,15.1843,15.3182,15.0236,15.2382,7369400
2021-03-11,CMG,16.2336,16.2336,15.6355,15.6587,157600
2021-03-11,HCM,11.6545,11.9055,11.6186,11.6906,6795200
2021-03-11,MWG,58.5646,58.8747,58.2545,58.6976,513500
2021-03-11,MSN,71.8906,72.3819,71.1537,71.4876,878000
2021-03-11,HPG,17.2676,17.5497,17.23,17.4599,15569400
2021-03-12,REE,25.6854,25.7317,25.5003,25.6862,611700
2021-03-12,VNM,78.3418,78.57,77.353,77.7393,2704600
2021-03-12,VSC,12.8291,13.0484,12.8291,12.9392,9000
2021-03-12,VCB,41.9194,42.0065,41.1359,41.7034,1259800
2021-03-12,VHM,73.68,74.5642,73.1642,73.6125,1733400
2021-03-12,TCB,18.689,18.7353,18.3884,18.5295,8046800
2021-03-12,SSI,13.7531,13.8139,13.5303,13.574,6189600
2021-03-12,PNJ,37.6206,37.7546,37.3525,37.3597,196400
2021-03-12,CMG,15.9559,15.9559,15.2083,15.2956,77200
2021-03-12,NLG,27.264,28.0704,26.88,27.7265,1908700
2021-03-12,MSN,72.0544,72.1363,71.3994,71.4876,872100
2021-03-12,MWG,58.919,58.919,57.8115,58.0774,414300
2021-03-12,HSG,15.2914,15.3717,15.1039,15.1043,6768000
2021-03-12,GMD,23.9404,23.9404,23.497,23.646,1763400
2021-03-12,HCM,11.6904,11.7621,11.5469,11.6547,3162400
2021-03-12,HPG,17.5309,17.5309,17.3804,17.4787,12153700
2021-03-12,FPT,32.8251,32.8677,32.5267,32.6162,2062800
2021-03-12,POW,11.4884,11.5297,11.2817,11.3646,13528800
2021-03-15,MWG,58.0773,59.3177,57.8558,58.7862,766800
2021-03-15,MSN,72.0544,73.037,71.4812,72.4703,1188500
2021-03-15,NLG,27.648,27.7248,27.3792,27.3809,831500
2021-03-15,HPG,17.5309,17.6438,17.4557,17.4975,11905100
2021-03-15,SSI,13.5709,13.6519,13.4493,13.4525,7094400
